transaction_id,customer_id,transaction_date,product_category,revenue_amount,gross_margin,is_upsell,repeat_index,first_touch_campaign_id,acquisition_channel,acquisition_date,country,nps_score,churn_date,lead_id,mql_date,sql_date,opportunity_date,close_date,deal_status,cohort_month
TX00004799,CUST003352,2025-08-04,Add-on,233.91,191.81,True,3,CMP0037,Referral,2025-02-25,NL,10.0,,LEAD57BF6532B5,2025-02-19,2025-02-23,2025-03-02,2025-08-04,Won,2025-02
TX00001020,CUST000723,2025-08-14,Core,403.84,282.69,False,1,CMP0001,Paid Search,2025-08-11,BR,7.0,,LEAD5710B895B1,2025-08-10,2025-08-13,2025-08-11,2025-08-14,Won,2025-08
TX00019682,CUST013823,2025-10-06,Core,308.45,215.91,False,1,CMP0026,Organic Search,2025-10-06,GB,7.0,,LEAD2658317CBB,2025-10-04,2025-10-05,2025-10-10,2025-10-06,Won,2025-10
TX00002225,CUST001536,2025-01-11,Core,371.08,267.18,True,3,CMP0059,Direct,2024-06-22,DE,0.0,,LEAD9A4961F6AC,2024-06-19,2024-06-22,2024-06-28,2025-01-11,Won,2024-06
TX00010348,CUST007239,2024-08-01,Add-on,328.81,269.62,True,3,CMP0010,Paid Search,2024-04-03,NL,0.0,,LEADC5E2CF8D9C,2024-03-29,2024-04-01,2024-04-03,2024-08-01,Won,2024-04
TX00012520,CUST008785,2025-09-21,Add-on,429.81,352.44,True,4,CMP0003,Paid Search,2025-04-17,IT,0.0,,LEAD72C4FA7F18,2025-04-15,2025-04-18,2025-04-23,2025-09-21,Won,2025-04
TX00012127,CUST008496,2025-01-09,Premium,384.8,250.12,False,1,CMP0003,Paid Search,2025-01-08,IT,3.0,,LEADD523A7AC7E,2025-01-02,2025-01-06,2025-01-10,2025-01-09,Won,2025-01
TX00011707,CUST008204,2025-10-02,Premium,285.13,185.33,False,1,CMP0007,Paid Search,2025-10-01,BR,,,LEAD138281AD72,2025-09-24,2025-09-29,2025-10-02,2025-10-02,Won,2025-10
TX00012050,CUST008442,2025-02-28,Premium,262.05,170.33,False,1,CMP0059,Direct,2025-02-23,IN,4.0,,LEAD3E12E087BE,2025-02-22,2025-02-24,2025-02-23,2025-02-28,Won,2025-02
TX00010429,CUST007290,2024-09-08,Core,483.65,348.23,True,2,CMP0001,Paid-Search,2024-06-29,IT,6.0,,LEAD258D504DC2,2024-06-26,2024-06-26,2024-07-01,2024-09-08,Won,2024-06
TX00015138,CUST010598,2024-10-25,Add-on,243.13,194.5,False,1,CMP0029,Organic Search,2024-10-20,AU,10.0,,LEADCC0A728AA6,2024-10-19,2024-10-17,2024-10-22,2024-10-25,Won,2024-10
TX00010113,CUST007081,2025-03-07,Core,664.32,465.02,False,1,CMP0001,Paid Search,2025-03-04,US,9.0,,LEAD4BC28B66F2,2025-03-02,2025-03-06,2025-03-08,2025-03-07,Won,2025-03
TX00015260,CUST010682,2024-08-11,Add-on,221.57,181.69,True,2,CMP0002,Paid Search,2024-05-28,ES,0.0,,LEADE6EEBF9F59,2024-05-24,2024-05-30,2024-05-31,2024-08-11,Won,2024-05
TX00014656,CUST010254,2024-08-16,Add-on,159.1,130.46,True,2,CMP0032,Email,2024-04-28,IN,,,LEAD0A0CA26A29,2024-04-26,2024-04-30,2024-05-05,2024-08-16,Won,2024-04
TX00013402,CUST009397,2025-03-15,Premium,211.51,137.48,False,1,CMP0057,Direct,2025-03-14,BR,10.0,,LEADFF02B49E7E,2025-03-10,2025-03-14,2025-03-16,2025-03-15,Won,2025-03
TX00022395,CUST015699,2025-05-03,Core,182.29,127.6,False,1,CMP0003,Paid Search,2025-04-30,FR,,,LEAD7AF783D465,2025-04-24,2025-05-01,2025-05-01,2025-05-03,Open,2025-04
TX00002972,CUST002074,2025-02-12,Core,570.59,399.41,False,1,CMP0008,Paid Search,2025-02-06,IT,,,LEAD600EE8D6EC,2025-02-03,2025-02-03,2025-02-13,2025-02-12,Won,2025-02
TX00016179,CUST011328,2024-12-27,Core,243.23,170.26,False,1,CMP0027,Organic Search,2024-12-24,GB,9.0,,LEAD6F3BB095EC,2024-12-19,2024-12-21,2024-12-26,2024-12-27,Won,2024-12
TX00003099,CUST002166,2024-06-10,Core,145.15,101.61,False,1,CMP0036,Referral,2024-06-09,ES,6.0,2024-11-09,LEAD85A5692A33,2024-06-03,2024-06-07,2024-06-14,2024-06-10,Won,2024-06
TX00012148,CUST008512,2024-05-19,Core,454.8,327.46,True,2,CMP0010,Paid Search,2024-02-26,DE,6.0,,LEAD6B1C14A853,2024-02-19,2024-02-28,2024-02-29,2024-05-19,Won,2024-02
TX00022364,CUST015675,2024-12-24,Core,201.71,141.2,False,1,CMP0010,Paid Sreach,2024-12-21,US,,,LEAD50EE135851,2024-12-14,2024-12-20,2024-12-28,2024-12-24,Won,2024-12
TX00021456,CUST015041,2024-09-07,Add-on,302.87,248.35,True,2,CMP0059,Direct,2024-07-02,AU,7.0,,LEAD48E3A7028B,2024-06-30,2024-07-02,2024-07-04,2024-09-07,Won,2024-07
TX00021703,CUST015205,2025-04-02,Add-on,274.99,225.49,True,3,CMP0060,Direct,2024-10-30,US,3.0,,LEAD84849F614C,2024-10-29,2024-10-28,2024-10-31,2025-04-02,Won,2024-10
TX00008837,CUST006199,2024-12-21,Premium,1642.03,1067.32,False,1,CMP0032,Email,2024-12-17,BR,3.0,,LEAD9C3D9E0F68,2024-12-15,2024-12-15,2024-12-22,2024-12-21,Won,2024-12
TX00002631,CUST001828,2024-09-22,Core,115.47,80.83,False,1,CMP0057,Dirct,2024-09-17,PL,0.0,,LEAD79DDA9E4EC,2024-09-11,2024-09-14,2024-09-24,2024-09-22,Won,2024-09
TX00022425,CUST015721,2024-01-27,Core,257.93,180.55,False,1,CMP0003,Paid Search,2024-01-25,BR,1.0,,LEAD6D3AFCFA5C,2024-01-25,2024-01-27,2024-01-26,2024-01-27,Won,2024-01
TX00001073,CUST000760,2024-06-08,Core,84.39,59.07,False,1,CMP0001,Paid Search,2024-06-02,BR,6.0,,LEADA822C79DB6,2024-06-02,2024-06-02,2024-06-04,2024-06-08,Won,2024-06
TX00005539,CUST003874,2024-05-24,Premium,573.61,372.85,False,1,CMP0024,Paid Social,2024-05-23,AU,,,LEAD5CEBA1D672,2024-05-19,2024-05-25,2024-05-25,2024-05-24,Won,2024-05
TX00004229,CUST002954,2024-11-04,Core,106.89,76.96,True,3,CMP0018,Paid Social,2024-05-16,FR,10.0,2025-01-16,LEAD8CABBF0791,2024-05-11,2024-05-16,2024-05-17,2024-11-04,Won,2024-05
TX00001045,CUST000739,2025-08-31,Add-on,230.32,188.86,True,3,CMP0060,Direct,2025-04-17,US,7.0,,LEADFCB30FEA0F,2025-04-10,2025-04-14,2025-04-24,2025-08-31,Won,2025-04
TX00005930,CUST004134,2024-06-18,Core,160.7,112.49,False,1,CMP0006,Paid Search,2024-06-12,AU,10.0,,LEADDC1A531E1A,2024-06-07,2024-06-09,2024-06-19,2024-06-18,Won,2024-06
TX00012195,CUST008552,2025-03-05,Premium,459.18,298.47,False,1,CMP0001,Paid Search,2025-03-04,AU,1.0,,LEAD5E9C500AE6,2025-02-26,2025-03-03,2025-03-11,2025-03-05,Won,2025-03
TX00003418,CUST002399,2025-07-11,Core,843.25,590.27,False,1,CMP0038,Affiliate,2025-07-08,ES,0.0,,LEAD021B6C626D,2025-07-06,2025-07-07,2025-07-09,2025-07-11,Won,2025-07
TX00003530,CUST002483,2025-01-18,Add-on,131.51,107.84,True,2,CMP0036,Referral,2024-10-14,IN,6.0,,LEADF196DEFED6,2024-10-09,2024-10-16,2024-10-15,2025-01-18,Won,2024-10
TX00005968,CUST004161,2025-01-23,Core,381.25,266.88,False,1,CMP0027,Organic Search,2025-01-19,SE,3.0,2025-12-19,LEAD047D33AE80,2025-01-15,2025-01-16,2025-01-26,2025-01-23,Won,2025-01
TX00007667,CUST005360,2025-07-25,Core,168.67,118.07,False,1,CMP0003,Paid Search,2025-07-23,GB,1.0,,LEADF30B3A19FA,2025-07-17,2025-07-23,2025-07-28,2025-07-25,Lost,2025-07
TX00010241,CUST007161,2025-02-07,Premium,358.34,232.92,False,1,CMP0002,Paid Search,2025-02-04,ES,,,LEAD433AC48581,2025-01-29,2025-02-02,2025-02-05,2025-02-07,Won,2025-02
TX00010064,CUST007049,2024-06-06,Core,808.66,566.06,False,1,CMP0044,Influencer,2024-06-02,FR,1.0,,LEAD9CEEEEACB7,2024-05-26,2024-05-30,2024-06-08,2024-06-06,Won,2024-06
TX00007512,CUST005249,2024-09-22,Core,585.03,409.52,False,1,CMP0059,Direct,2024-09-22,IN,,,LEADDCB1F34340,2024-09-18,2024-09-23,2024-09-24,2024-09-22,Won,2024-09
TX00017045,CUST011949,2024-04-20,Core,377.2,264.04,False,1,CMP0036,Referral,2024-04-18,GB,,2025-09-18,LEAD9030E19A49,2024-04-11,2024-04-17,2024-04-19,2024-04-20,Won,2024-04
TX00011208,CUST007852,2024-11-11,Premium,64.79,42.76,True,2,CMP0057,Direct,2024-08-26,PL,,2025-11-26,LEADE64880D8EC,2024-08-21,2024-08-27,2024-09-02,2024-11-11,Won,2024-08
TX00009989,CUST007002,2025-06-01,Premium,60.96,40.23,True,5,CMP0032,Email,2024-06-29,IT,5.0,,LEAD0862B41405,2024-06-25,2024-06-28,2024-07-05,2025-06-01,Won,2024-06
TX00009794,CUST006869,2025-06-08,Core,253.92,177.74,False,1,CMP0032,Email,2025-06-08,DE,4.0,2025-09-08,LEADCD43BCB11C,2025-06-01,2025-06-10,2025-06-08,2025-06-08,Won,2025-06
TX00006948,CUST004851,2024-12-06,Premium,188.47,122.51,False,1,CMP0060,Direct,2024-11-30,AU,8.0,,LEAD165718E9F2,2024-11-27,2024-11-29,2024-12-04,2024-12-06,Won,2024-11
TX00021943,CUST015370,2025-05-10,Premium,478.33,310.91,False,1,CMP0007,Paid Search,2025-05-05,IT,6.0,,LEAD0A4989CC89,2025-05-04,2025-05-05,2025-05-05,2025-05-10,Won,2025-05
TX00015499,CUST010843,2024-12-23,Core,863.27,604.29,False,1,CMP0058,Direct,2024-12-22,US,4.0,,LEADC8041099CA,2024-12-15,2024-12-19,2024-12-24,2024-12-23,Open,2024-12
TX00005775,CUST004038,2025-02-13,Premium,293.05,190.48,False,1,CMP0057,Direct,2025-02-08,SE,7.0,2025-11-08,LEAD0E9E4B1200,2025-02-03,2025-02-08,2025-02-09,2025-02-13,Won,2025-02
TX00012660,CUST008883,2025-09-09,Core,212.67,148.87,False,1,CMP0012,Paid Social,2025-09-06,AU,7.0,,LEAD9964D8DFB2,2025-09-02,2025-09-04,2025-09-10,2025-09-09,Won,2025-09
TX00019122,CUST013431,2024-11-27,Premium,135.73,89.58,True,2,CMP0032,Email,2024-10-22,IN,1.0,,LEAD28AD3A4E77,2024-10-21,2024-10-21,2024-10-29,2024-11-27,Won,2024-10
TX00004428,CUST003090,2024-04-24,Add-on,715.8,572.64,False,1,CMP0037,Referral,2024-04-22,IT,6.0,,LEAD5BD8AC0BE9,2024-04-17,2024-04-19,2024-04-26,2024-04-24,Won,2024-04
TX00007184,CUST005020,2025-07-23,Add-on,293.06,240.31,True,3,CMP0001,Paid Search,2025-05-09,NL,6.0,,LEAD040BB01E6A,2025-05-06,2025-05-09,2025-05-11,2025-07-23,Won,2025-05
TX00019336,CUST013579,2025-02-16,Core,286.53,206.3,True,2,CMP0039,Affiliate,2025-01-02,GB,2.0,,LEAD6E1E0E325F,2025-01-02,2025-01-01,2025-01-09,2025-02-16,Open,2025-01
TX00022698,CUST015900,2025-07-01,Premium,257.16,167.15,False,1,CMP0030,Organic Search,2025-06-27,DE,3.0,,LEAD005D11E135,2025-06-26,2025-06-28,2025-06-27,2025-07-01,Won,2025-06
TX00004431,CUST003092,2024-08-14,Add-on,401.8,321.44,False,1,CMP0058,Direct,2024-08-13,SE,8.0,,LEADD4C851E481,2024-08-13,2024-08-13,2024-08-18,2024-08-14,Won,2024-08
TX00001832,CUST001281,2024-09-28,Core,312.44,218.71,False,1,CMP0019,Paid Social,2024-09-26,IT,6.0,,LEADF6A6F80440,2024-09-22,2024-09-27,2024-10-01,2024-09-28,Won,2024-09
TX00016469,CUST011533,2025-03-27,Add-on,436.1,348.88,False,1,CMP0023,Paid Social,2025-03-24,AU,0.0,,LEAD0C27C37431,2025-03-24,2025-03-21,2025-03-24,2025-03-27,Won,2025-03
TX00004509,CUST003150,2025-08-25,Add-on,112.36,92.14,True,2,CMP0031,Email,2025-04-28,US,8.0,,LEAD6E78ACEE03,2025-04-28,2025-04-30,2025-05-02,2025-08-25,Won,2025-04
TX00003341,CUST002344,2025-08-18,Core,800.83,560.58,False,1,CMP0010,Paid Search,2025-08-15,DE,,,LEAD171B75E4C8,2025-08-09,2025-08-14,2025-08-20,2025-08-18,Won,2025-08
TX00015151,CUST010607,2024-12-15,Add-on,1550.54,1240.43,False,1,CMP0011,Paid Social,2024-12-11,CA,9.0,,LEADB776998E79,2024-12-09,2024-12-12,2024-12-12,2024-12-15,Won,2024-12
TX00012095,CUST008473,2025-05-22,Add-on,157.86,129.45,True,3,CMP0035,Referral,2024-12-05,IT,8.0,,LEAD7359DDDA38,2024-11-28,2024-12-07,2024-12-06,2025-05-22,Won,2024-12
TX00021130,CUST014803,2024-03-26,Core,704.03,492.82,False,1,CMP0026,Organic,2024-03-23,FR,3.0,,LEADFB9F99A0F4,2024-03-21,2024-03-24,2024-03-27,2024-03-26,Won,2024-03
TX00014784,CUST010345,2025-04-30,Core,296.87,213.75,True,2,CMP0003,Paid Search,2025-02-25,SE,6.0,,LEAD92C494ECE6,2025-02-18,2025-02-24,2025-02-25,2025-04-30,Won,2025-02
TX00006257,CUST004378,2024-05-13,Add-on,363.87,298.37,True,2,CMP0002,Paid Search,2024-02-16,BR,1.0,,LEADB19DB1523E,2024-02-11,2024-02-18,2024-02-17,2024-05-13,Won,2024-02
TX00006624,CUST004615,2025-05-26,Core,176.32,126.95,True,2,CMP0033,Email,2025-02-01,US,7.0,2025-09-01,LEAD283F4E929C,2025-01-30,2025-01-29,2025-02-08,2025-05-26,Won,2025-02
TX00020381,CUST014300,2024-08-21,Premium,73.0,47.45,False,1,CMP0040,Affiliate,2024-08-17,IT,,,LEAD9675E553CB,2024-08-13,2024-08-17,2024-08-21,2024-08-21,Won,2024-08
TX00016365,CUST011463,2024-10-07,Premium,62.11,40.37,False,1,CMP0059,Direct,2024-10-01,GB,4.0,,LEAD63F77561C8,2024-09-24,2024-10-01,2024-10-06,2024-10-07,Won,2024-10
TX00017752,CUST012459,2025-07-15,Add-on,650.72,520.58,False,1,CMP0058,Direct,2025-07-15,GB,,,LEADDFB1433A31,2025-07-08,2025-07-13,2025-07-17,2025-07-15,Won,2025-07
TX00004330,CUST003025,2025-10-07,Core,296.11,207.28,False,1,CMP0030,Organic Search,2025-10-05,IT,1.0,,LEAD6660F01C00,2025-10-03,2025-10-04,2025-10-10,2025-10-07,Won,2025-10
TX00007634,CUST005338,2024-08-04,Core,170.68,119.48,False,1,CMP0007,Paid Search,2024-07-30,IT,2.0,,LEADE78080A0CC,2024-07-30,2024-07-31,2024-08-03,2024-08-04,Won,2024-07
TX00019951,CUST014006,2024-04-27,Core,131.74,94.85,True,2,CMP0015,Paid Social,2024-03-23,GB,7.0,,LEADE53C0A993E,2024-03-20,2024-03-24,2024-03-26,2024-04-27,Won,2024-03
TX00018234,CUST012801,2024-05-06,Premium,308.97,200.83,False,1,CMP0060,Direct,2024-05-05,ES,,,LEAD40787FD6B2,2024-04-29,2024-05-04,2024-05-08,2024-05-06,Won,2024-05
TX00005306,CUST003703,2025-09-20,Core,114.97,82.78,True,3,CMP0004,Paid Search,2025-04-24,AU,4.0,,LEADD39936A4A8,2025-04-21,2025-04-23,2025-04-27,2025-09-20,Won,2025-04
TX00003818,CUST002675,2024-08-12,Core,371.51,260.06,False,1,CMP0015,Paid Social,2024-08-10,IN,10.0,2025-02-10,LEAD52AFB27BAF,2024-08-05,2024-08-12,2024-08-16,2024-08-12,Won,2024-08
TX00013723,CUST009629,2024-02-24,Core,872.91,611.04,False,1,CMP0001,Paid Sreach,2024-02-24,IT,9.0,2025-10-24,LEADD5EA569592,2024-02-18,2024-02-24,2024-02-26,2024-02-24,Won,2024-02
TX00001886,CUST001316,2025-06-16,Premium,223.84,145.5,False,1,CMP0006,Paid Search,2025-06-10,FR,4.0,,LEADDD9CDBA96E,2025-06-09,2025-06-09,2025-06-13,2025-06-16,Won,2025-06
TX00007907,CUST005548,2024-12-08,Add-on,94.48,75.58,False,1,CMP0009,Paid Search,2024-12-08,BR,5.0,,LEADD3C9C50A6C,2024-12-02,2024-12-08,2024-12-10,2024-12-08,Won,2024-12
TX00001569,CUST001097,2025-04-02,Core,275.0,192.5,False,1,CMP0057,Direct,2025-03-31,CA,1.0,,LEAD58814C8E35,2025-03-28,2025-03-29,2025-04-02,2025-04-02,Won,2025-03
TX00017724,CUST012443,2025-05-03,Core,287.68,207.13,True,3,CMP0008,Paid Search,2025-02-08,ES,0.0,,LEADDC8B4C0FB0,2025-02-04,2025-02-06,2025-02-11,2025-05-03,Won,2025-02
TX00000055,CUST000040,2025-05-30,Premium,380.89,251.39,True,2,CMP0001,Paid Search,2025-04-26,DE,0.0,,LEAD48D271DAA8,2025-04-22,2025-04-23,2025-04-30,2025-05-30,Won,2025-04
TX00000399,CUST000273,2024-10-18,Add-on,180.13,147.71,True,3,CMP0036,Referral,2024-06-09,BR,,,LEADFDC33C311A,2024-06-02,2024-06-09,2024-06-10,2024-10-18,Won,2024-06
TX00014646,CUST010248,2024-09-24,Core,244.36,171.05,False,1,CMP0039,Affiliate,2024-09-22,ES,6.0,2025-03-22,LEAD13DD05AAE3,2024-09-15,2024-09-23,2024-09-25,2024-09-24,Won,2024-09
TX00008271,CUST005804,2024-02-15,Core,2705.41,1893.79,False,1,CMP0004,Paid Search,2024-02-11,NL,1.0,,LEAD6C06AF3FE7,2024-02-07,2024-02-08,2024-02-15,2024-02-15,Won,2024-02
TX00020708,CUST014515,2024-07-20,Add-on,170.56,139.86,True,2,CMP0031,Email,2024-05-14,AU,10.0,,LEAD311E386DCB,2024-05-08,2024-05-16,2024-05-19,2024-07-20,Won,2024-05
TX00012052,CUST008444,2025-09-26,Core,80.91,56.64,False,1,CMP0009,Paid Search,2025-09-25,CA,,,LEAD948E5DF482,2025-09-18,2025-09-24,2025-09-25,2025-09-26,Won,2025-09
TX00002271,CUST001570,2025-04-13,Core,376.76,263.73,False,1,CMP0031,Email,2025-04-09,ES,4.0,,LEAD6580796375,2025-04-05,2025-04-10,2025-04-09,2025-04-13,Won,2025-04
TX00003912,CUST002736,2024-05-21,Add-on,336.13,268.9,False,1,CMP0034,Email,2024-05-19,IN,7.0,,LEAD9CFA7E92D7,2024-05-18,2024-05-18,2024-05-23,2024-05-21,Won,2024-05
TX00011631,CUST008143,2025-06-08,Core,507.56,355.29,False,1,CMP0003,Paid Search,2025-06-05,NL,1.0,,LEADF1FC4964E0,2025-06-04,2025-06-03,2025-06-11,2025-06-08,Won,2025-06
TX00011648,CUST008157,2025-05-22,Premium,246.72,160.37,False,1,CMP0036,Referral,2025-05-21,AU,3.0,,LEADAE6F6FBF75,2025-05-16,2025-05-19,2025-05-26,2025-05-22,Won,2025-05
TX00013323,CUST009340,2024-06-18,Premium,205.15,135.4,True,4,CMP0005,Paid Search,2024-01-08,AU,6.0,,LEAD08B0B9C6A5,2024-01-02,2024-01-06,2024-01-08,2024-06-18,Won,2024-01
TX00013373,CUST009376,2025-04-17,Add-on,610.05,488.04,False,1,CMP0035,Referral,2025-04-16,IN,9.0,,LEAD294EA62C91,2025-04-11,2025-04-14,2025-04-23,2025-04-17,Won,2025-04
TX00001984,CUST001380,2025-07-15,Premium,96.37,63.6,True,3,CMP0031,Email,2025-02-11,US,10.0,,LEAD35B63091AF,2025-02-04,2025-02-08,2025-02-13,2025-07-15,Won,2025-02
TX00021620,CUST015154,2025-02-21,Premium,245.72,159.72,False,1,CMP0029,Organic Search,2025-02-20,GB,,,LEAD0B17DAA3B4,2025-02-13,2025-02-18,2025-02-24,2025-02-21,Won,2025-02
TX00021930,CUST015361,2025-02-08,Core,99.38,69.57,False,1,CMP0003,Paid Search,2025-02-02,GB,0.0,,LEAD387F8A0ACE,2025-01-31,2025-01-30,2025-02-06,2025-02-08,Won,2025-02
TX00000207,CUST000140,2024-02-29,Core,246.96,172.87,False,1,CMP0058,Direct,2024-02-24,IT,8.0,,LEADB5BC125960,2024-02-17,2024-02-23,2024-02-25,2024-02-29,Won,2024-02
TX00019451,CUST013656,2024-08-27,Add-on,1045.64,836.51,False,1,CMP0058,Direct,2024-08-24,FR,1.0,,LEADC2036D492A,2024-08-24,2024-08-21,2024-08-24,2024-08-27,Won,2024-08
TX00007578,CUST005299,2025-03-28,Core,238.5,166.95,False,1,CMP0006,Paid Search,2025-03-26,ES,9.0,,LEAD07855E7C55,2025-03-26,2025-03-27,2025-03-29,2025-03-28,Won,2025-03
TX00010837,CUST007586,2024-06-07,Premium,87.83,57.09,False,1,CMP0037,Referral,2024-06-05,IN,5.0,,LEADF98E6349A0,2024-05-29,2024-06-03,2024-06-07,2024-06-07,Won,2024-06
TX00003805,CUST002665,2025-09-27,Core,195.75,140.94,True,4,CMP0034,Email,2025-02-07,GB,9.0,,LEADD6BF503AC2,2025-02-02,2025-02-08,2025-02-09,2025-09-27,Won,2025-02
TX00000371,CUST000256,2024-06-09,Add-on,119.14,97.69,True,3,CMP0033,Email,2024-02-05,DE,0.0,,LEADC441345BCA,2024-02-05,2024-02-04,2024-02-05,2024-06-09,Lost,2024-02
TX00005743,CUST004014,2025-06-05,Add-on,388.84,318.85,True,2,CMP0001,Paid Search,2025-02-05,AU,,,LEAD26D12852EF,2025-01-29,2025-02-05,2025-02-07,2025-06-05,Won,2025-02
TX00004552,CUST003179,2024-12-12,Core,269.5,188.65,False,1,CMP0032,Email,2024-12-11,ES,5.0,,LEAD3428FBACB0,2024-12-09,2024-12-13,2024-12-11,2024-12-12,Won,2024-12
TX00015859,CUST011111,2024-04-30,Core,89.88,62.92,False,1,CMP0057,Direct,2024-04-27,SE,2.0,2024-12-27,LEAD281DD63535,2024-04-23,2024-04-29,2024-05-02,2024-04-30,Won,2024-04
TX00019062,CUST013395,2025-05-09,Premium,64.94,42.21,False,1,CMP0026,Organic Search,2025-05-04,GB,0.0,2025-09-04,LEAD20CF95DB56,2025-04-30,2025-05-01,2025-05-06,2025-05-09,Won,2025-05
TX00013602,CUST009541,2024-10-14,Premium,241.58,157.03,False,1,CMP0030,Organic Search,2024-10-13,US,8.0,,LEAD90C5C46C16,2024-10-11,2024-10-13,2024-10-15,2024-10-14,Won,2024-10
TX00004620,CUST003223,2024-11-12,Core,645.07,451.55,False,1,CMP0058,Direct,2024-11-08,US,,2025-10-08,LEAD55B7A9C239,2024-11-05,2024-11-08,2024-11-08,2024-11-12,Won,2024-11
TX00006436,CUST004498,2024-10-23,Core,79.92,55.94,False,1,CMP0001,Paid Search,2024-10-18,FR,,,LEAD1E0FEFDA13,2024-10-12,2024-10-18,2024-10-19,2024-10-23,Won,2024-10
TX00008951,CUST006275,2024-11-19,Add-on,45.84,36.67,False,1,CMP0008,Paid Search,2024-11-16,BR,4.0,2025-01-16,LEAD2E451B1611,2024-11-13,2024-11-17,2024-11-21,2024-11-19,Won,2024-11
TX00020132,CUST014132,2024-02-03,Core,81.32,56.92,False,1,CMP0006,Paid Sreach,2024-02-02,CA,,2025-12-02,LEAD01BDF94F31,2024-01-27,2024-02-03,2024-02-06,2024-02-03,Won,2024-02
TX00008900,CUST006241,2024-12-11,Premium,78.86,52.05,True,3,CMP0004,Paid Search,2024-06-20,IN,0.0,,LEAD7BD4ED7E00,2024-06-13,2024-06-20,2024-06-27,2024-12-11,Won,2024-06
TX00022820,CUST015986,2025-04-28,Core,468.58,328.01,False,1,CMP0035,Referral,2025-04-22,PL,8.0,,LEAD96F168970C,2025-04-19,2025-04-21,2025-04-22,2025-04-28,Won,2025-04
TX00002550,CUST001766,2024-09-08,Add-on,326.83,268.0,True,3,CMP0028,Organic,2024-05-22,AU,,,LEAD59D594C042,2024-05-20,2024-05-20,2024-05-25,2024-09-08,Won,2024-05
TX00005348,CUST003732,2025-08-18,Core,99.91,69.94,False,1,CMP0002,Paid Search,2025-08-12,IT,,,LEAD9B261BD42F,2025-08-11,2025-08-13,2025-08-19,2025-08-18,Won,2025-08
TX00010213,CUST007147,2024-01-27,Add-on,287.45,229.96,False,1,CMP0035,Referral,2024-01-27,BR,5.0,,LEAD84C5479303,2024-01-27,2024-01-26,2024-02-03,2024-01-27,Won,2024-01
TX00014683,CUST010271,2025-05-08,Core,305.21,213.65,False,1,CMP0059,Direct,2025-05-05,BR,6.0,,LEAD78D316F27B,2025-04-30,2025-05-02,2025-05-12,2025-05-08,Won,2025-05
TX00003337,CUST002341,2024-10-04,Premium,137.31,89.25,False,1,CMP0032,Email,2024-10-04,GB,9.0,,LEAD35C62192B0,2024-10-03,2024-10-01,2024-10-09,2024-10-04,Won,2024-10
TX00002341,CUST001620,2024-11-23,Premium,65.91,42.84,False,1,CMP0005,Paid Search,2024-11-17,IN,1.0,2024-12-17,LEADF889D803EC,2024-11-17,2024-11-18,2024-11-20,2024-11-23,Won,2024-11
TX00000059,CUST000041,2025-09-01,Premium,71.84,47.41,True,2,CMP0001,Paid Search,2025-04-28,GB,2.0,,LEADAC4C29AD0F,2025-04-22,2025-04-25,2025-05-04,2025-09-01,Open,2025-04
TX00016578,CUST011609,2024-02-03,Premium,181.26,117.82,False,1,CMP0031,Email,2024-01-28,US,3.0,,LEADD783C3C958,2024-01-25,2024-01-30,2024-02-02,2024-02-03,Won,2024-01
TX00014836,CUST010383,2024-05-21,Add-on,210.23,168.18,False,1,CMP0009,Paid Search,2024-05-15,GB,3.0,,LEADE1590E12C5,2024-05-13,2024-05-16,2024-05-18,2024-05-21,Won,2024-05
TX00008510,CUST005969,2025-10-02,Add-on,410.4,336.53,True,4,CMP0036,Referral,2025-03-24,NL,6.0,,LEADECDF0D2A51,2025-03-17,2025-03-26,2025-03-30,2025-10-02,Won,2025-03
TX00015667,CUST010968,2024-06-20,Premium,58.52,38.62,True,2,CMP0007,Paid Search,2024-03-27,CA,7.0,2024-06-27,LEAD3264750574,2024-03-26,2024-03-24,2024-03-27,2024-06-20,Won,2024-03
TX00004896,CUST003424,2024-12-16,Core,429.79,300.85,False,1,CMP0057,Direct,2024-12-11,BR,10.0,,LEAD3385B09502,2024-12-09,2024-12-09,2024-12-11,2024-12-16,Open,2024-12
TX00002730,CUST001900,2024-05-02,Premium,232.19,150.92,False,1,CMP0015,Paid Social,2024-05-01,CA,7.0,,LEADCA1DFEE1C1,2024-04-26,2024-05-03,2024-05-06,2024-05-02,Won,2024-05
TX00021085,CUST014777,2025-04-05,Core,102.47,71.73,False,1,CMP0031,Email,2025-03-30,PL,6.0,,LEAD81FE96024B,2025-03-30,2025-03-29,2025-04-01,2025-04-05,Won,2025-03
TX00012133,CUST008502,2025-06-23,Add-on,120.63,96.5,False,1,CMP0001,Paid Search,2025-06-23,ES,2.0,,LEADFDEE0AAFC0,2025-06-18,2025-06-21,2025-06-28,2025-06-23,Won,2025-06
TX00020843,CUST014611,2024-10-13,Premium,207.58,134.93,False,1,CMP0025,Organic Search,2024-10-12,PL,4.0,2024-12-12,LEADEBB84C4489,2024-10-11,2024-10-10,2024-10-19,2024-10-13,Won,2024-10
TX00020974,CUST014700,2025-04-27,Add-on,469.83,375.86,False,1,CMP0036,Referral,2025-04-24,SE,1.0,,LEADED11E043A8,2025-04-18,2025-04-24,2025-05-01,2025-04-27,Won,2025-04
